sku_id,current_stock,avg_daily_sales,sales_volatility,supplier_lead_time_days,safety_stock_level,reorder_point,seasonality_index,historical_stockout_count,will_stockout_next_30_days
SKU-02574,782,13.96,6.19,13,92,183,1.23,0,0
SKU-02575,166,5.84,1.51,16,21,68,0.63,1,0
SKU-02576,845,29.95,15.97,12,107,287,1.35,2,1
SKU-02577,1976,30.81,17.24,12,238,423,0.99,1,0
SKU-02578,42,1.39,0.73,18,9,22,1.44,1,1
SKU-02579,291,4.72,1.23,11,35,61,1.46,0,0
SKU-02580,308,7.95,1.74,29,71,186,0.53,0,0
SKU-02581,119,11.08,6.05,6,86,119,0.88,1,1
SKU-02582,83,9.9,3.23,12,89,148,1.03,0,1
SKU-02583,72,8.32,3.78,25,68,172,1.04,0,1
SKU-02584,55,3.24,1.66,15,25,49,1.32,1,1
SKU-02585,174,12.09,2.89,21,48,175,0.64,0,1
SKU-02586,715,12.58,2.01,20,80,206,1.12,0,0
SKU-02587,247,15.96,6.58,11,96,184,1.44,2,1
SKU-02588,165,2.83,1.12,22,19,50,1.5,1,0
SKU-02589,303,6.99,1.64,8,40,68,0.51,2,0
SKU-02590,328,5.61,2.2,22,41,103,1.47,1,0
SKU-02591,122,2.78,1.38,5,16,23,0.62,2,0
SKU-02592,430,6.91,1.9,21,48,121,1.04,1,0
SKU-02593,32,3.4,0.75,5,20,28,0.75,1,1
SKU-02594,105,2.34,1.08,26,22,52,1.11,1,0
SKU-02595,273,14.08,6.94,19,79,213,0.54,2,1
SKU-02596,140,5.82,3.36,3,47,56,0.74,1,0
SKU-02597,146,4.52,0.79,5,33,44,0.8,0,0
SKU-02598,495,18.69,10.18,7,107,172,1.42,0,1
SKU-02599,995,12.85,6.2,28,111,291,1.08,1,0
SKU-02600,27,0.98,0.44,18,9,18,1.21,1,1
SKU-02601,775,11.13,2.86,9,93,143,1.18,3,0
SKU-02602,207,11.09,1.23,9,107,157,0.89,1,1
SKU-02603,252,6.68,2.36,2,40,47,0.51,1,0
SKU-02604,192,6.48,1.57,7,61,84,0.61,0,0
SKU-02605,147,1.71,0.42,25,16,37,0.96,1,0
SKU-02606,1468,29.73,16.75,18,248,516,1.44,1,0
SKU-02607,65,6.89,1.22,12,61,102,0.75,1,1
SKU-02608,735,10.69,6.06,2,87,98,1.2,0,0
SKU-02609,144,7.19,2.53,11,47,87,1.33,3,1
SKU-02610,277,4.59,2.38,12,32,60,1.41,1,0
SKU-02611,55,14.85,3.59,5,88,125,0.79,3,1
SKU-02612,170,9.27,3.87,19,71,159,1.43,0,1
SKU-02613,109,6.93,2.62,20,37,106,1.11,3,1
SKU-02614,559,10.61,5.96,29,87,241,1.01,2,0
SKU-02615,371,7.72,1.46,12,50,96,1.28,0,0
SKU-02616,808,24.96,5.05,9,137,249,0.74,3,0
SKU-02617,61,14.5,8.33,25,58,239,1.31,0,1
SKU-02618,243,11.89,1.77,11,57,122,1.15,0,1
SKU-02619,75,1.95,0.81,19,15,34,1.3,0,0
SKU-02620,245,12.19,1.59,22,68,202,1.36,4,1
SKU-02621,163,11.97,1.66,26,39,195,1.12,2,1
SKU-02622,87,3.46,1.38,10,18,35,0.54,1,0
SKU-02623,63,1.9,0.71,19,11,29,0.8,0,0
SKU-02624,387,14.09,5.45,5,65,100,1.38,1,1
SKU-02625,178,15.33,5.16,23,77,253,1.13,1,1
SKU-02626,327,4.94,2.33,3,39,46,1.39,1,0
SKU-02627,301,4.75,2.83,21,39,89,0.88,3,0
SKU-02628,647,9.15,2.18,7,89,121,1.0,0,0
SKU-02629,169,5.8,1.52,14,22,63,1.36,1,1
SKU-02630,55,1.85,0.48,4,10,14,1.26,1,0
SKU-02631,112,3.42,1.65,21,12,48,0.88,2,0
SKU-02632,278,10.41,2.85,15,76,154,0.52,2,0
SKU-02633,49,3.6,1.58,20,11,47,1.38,2,1
SKU-02634,528,15.87,5.13,11,70,157,1.29,3,0
SKU-02635,670,11.83,4.78,2,84,96,0.95,1,0
SKU-02636,259,10.72,5.52,18,59,155,1.05,1,1
SKU-02637,478,9.01,3.22,21,61,156,0.7,4,0
SKU-02638,200,4.41,1.49,20,33,77,0.91,0,0
SKU-02639,441,13.01,3.04,9,115,174,0.66,1,0
SKU-02640,213,4.3,1.54,22,25,72,0.71,0,0
SKU-02641,396,16.48,3.81,17,82,222,1.35,2,1
SKU-02642,1181,22.4,11.69,7,152,230,0.86,0,0
SKU-02643,244,9.23,2.72,5,32,55,1.31,1,1
SKU-02644,90,20.45,3.37,11,67,179,0.97,2,1
SKU-02645,174,3.46,0.76,2,21,24,0.57,1,0
SKU-02646,103,11.93,4.38,22,54,185,0.86,1,1
SKU-02647,193,8.16,4.55,2,25,33,0.66,2,0
SKU-02648,775,14.26,3.57,3,111,132,1.19,1,0
SKU-02649,68,1.05,0.24,6,9,12,1.41,0,0
SKU-02650,466,13.67,4.15,11,55,130,1.26,1,0
SKU-02651,191,4.78,2.79,2,33,38,1.28,1,0
SKU-02652,287,8.47,4.43,19,84,164,1.36,2,1
SKU-02653,798,29.39,5.14,5,143,216,1.28,2,0
SKU-02654,642,12.22,4.97,24,99,246,1.07,2,0
SKU-02655,169,11.09,5.5,17,46,140,1.21,0,1
SKU-02656,269,10.45,5.06,4,100,121,0.92,1,0
SKU-02657,252,17.67,6.09,13,53,168,0.57,0,1
SKU-02658,610,14.6,6.8,5,74,110,1.21,0,0
SKU-02659,615,10.54,4.13,29,104,257,1.22,1,0
SKU-02660,610,9.61,1.93,18,74,160,0.72,1,0
SKU-02661,191,9.14,1.17,24,41,151,1.45,1,1
SKU-02662,581,7.83,2.23,12,67,114,0.55,0,0
SKU-02663,195,2.78,0.36,6,26,34,1.24,1,0
SKU-02664,274,12.03,3.58,8,77,125,1.47,3,1
SKU-02665,95,5.19,2.67,13,21,55,0.81,1,1
SKU-02666,314,7.11,3.71,23,34,116,1.41,1,0
SKU-02667,1274,15.29,1.79,14,147,254,1.33,2,0
SKU-02668,136,7.97,1.07,28,33,145,1.24,3,1
SKU-02669,303,7.5,3.26,12,39,84,1.45,1,1
SKU-02670,313,9.25,3.24,8,37,74,1.15,0,0
SKU-02671,66,6.41,1.12,15,24,72,0.99,3,1
SKU-02672,951,28.98,14.57,5,193,265,1.18,2,0
SKU-02673,1061,26.39,5.5,20,152,416,0.91,2,0
SKU-02674,100,25.94,3.61,4,86,138,0.82,1,1
SKU-02675,316,10.48,4.98,19,42,142,0.58,1,0
SKU-02676,39,4.92,1.99,12,16,46,0.88,3,1
SKU-02677,229,15.57,4.63,11,49,135,1.3,2,1
SKU-02678,103,6.45,2.88,19,27,88,1.45,1,1
SKU-02679,930,16.52,9.18,21,136,309,1.48,0,0
SKU-02680,40,4.73,0.55,28,15,81,0.71,1,1
SKU-02681,259,11.03,4.56,10,57,112,1.07,2,1
SKU-02682,350,18.14,3.79,24,126,344,1.08,5,1
SKU-02683,54,6.74,2.27,25,55,139,0.68,1,1
SKU-02684,407,6.72,2.1,29,52,149,1.08,1,0
SKU-02685,53,2.11,0.62,29,21,52,0.86,1,0
SKU-02686,62,4.85,0.95,24,24,82,1.44,1,1
SKU-02687,29,10.33,5.18,10,31,83,0.76,2,1
SKU-02688,186,11.49,3.33,21,38,159,1.33,1,1
SKU-02689,134,12.71,6.91,23,47,193,1.4,1,1
SKU-02690,74,1.35,0.37,10,13,20,1.24,1,0
SKU-02691,306,6.48,3.37,24,45,123,0.71,2,0
SKU-02692,19,2.38,0.89,21,20,45,0.76,0,1
SKU-02693,218,9.95,2.91,15,98,173,1.47,0,1
SKU-02694,61,1.72,0.78,26,15,37,0.58,0,0
SKU-02695,152,3.11,1.53,4,18,24,0.62,2,0
SKU-02696,191,14.42,4.92,21,132,283,1.48,2,1
SKU-02697,225,5.33,1.67,24,32,96,1.28,2,0
SKU-02698,680,20.57,8.0,3,78,109,1.25,5,0
SKU-02699,103,12.94,5.08,13,88,172,0.66,0,1
SKU-02700,216,6.77,2.12,16,64,118,0.99,1,0
SKU-02701,965,16.02,7.67,7,136,192,1.34,1,0
SKU-02702,363,7.23,2.17,26,42,136,0.83,3,0
SKU-02703,327,13.86,4.53,19,125,257,0.69,1,0
SKU-02704,179,4.65,1.87,9,29,50,0.51,0,0
SKU-02705,880,16.66,9.89,14,130,247,1.12,3,0
SKU-02706,43,1.9,0.44,5,10,15,0.79,1,0
SKU-02707,93,3.1,0.67,4,14,20,1.36,0,0
SKU-02708,103,3.62,0.68,22,19,59,0.78,3,0
SKU-02709,398,5.08,2.26,29,46,120,0.65,1,0
SKU-02710,538,10.6,3.44,9,105,153,1.46,1,0
SKU-02711,201,8.3,2.44,8,40,73,1.46,1,1
SKU-02712,365,13.97,2.82,21,58,205,1.19,0,1
SKU-02713,117,18.31,9.99,16,64,210,1.43,1,1
SKU-02714,75,1.68,0.54,5,14,18,0.66,0,0
SKU-02715,125,19.81,8.0,20,133,331,0.96,2,1
SKU-02716,291,7.11,1.11,7,49,74,0.7,0,0
SKU-02717,434,25.61,3.94,5,85,149,0.98,3,1
SKU-02718,130,4.47,0.6,14,16,47,1.29,2,1
SKU-02719,87,1.18,0.33,22,11,24,1.34,1,0
SKU-02720,388,13.05,4.39,16,92,196,0.5,0,0
SKU-02721,354,12.48,2.77,20,57,182,0.89,0,0
SKU-02722,46,3.18,0.87,8,14,27,1.49,0,1
SKU-02723,65,3.49,0.36,15,16,42,1.09,1,1
SKU-02724,60,14.7,4.05,21,51,205,0.8,0,1
SKU-02725,52,10.97,1.75,16,37,125,0.89,1,1
SKU-02726,403,6.56,1.08,8,53,79,0.82,1,0
SKU-02727,508,11.78,1.2,28,57,222,0.95,4,0
SKU-02728,275,10.19,4.57,3,58,73,0.94,4,0
SKU-02729,43,3.84,2.17,27,26,78,1.01,1,1
SKU-02730,103,15.47,6.35,22,81,251,0.96,3,1
SKU-02731,76,13.45,1.99,5,85,119,1.02,2,1
SKU-02732,614,8.44,5.02,9,76,114,0.53,0,0
SKU-02733,298,14.71,8.65,12,69,157,0.55,0,0
SKU-02734,1900,27.72,9.26,28,237,625,0.87,1,0
SKU-02735,65,3.45,0.53,16,17,45,1.38,0,1
SKU-02736,165,6.8,3.13,9,29,60,1.29,0,1
SKU-02737,162,7.06,4.1,27,25,120,0.61,0,1
SKU-02738,105,14.49,7.09,5,113,149,0.99,2,1
SKU-02739,195,5.03,2.07,24,30,90,1.1,2,0
SKU-02740,861,13.93,5.65,25,117,291,0.98,1,0
SKU-02741,16,5.54,3.26,12,22,55,1.2,0,1
SKU-02742,23,3.09,0.42,3,22,27,1.5,0,1
SKU-02743,138,8.82,1.54,26,27,142,0.6,2,0
SKU-02744,228,5.44,2.8,29,25,104,1.02,0,0
SKU-02745,614,9.49,1.64,12,69,126,1.01,1,0
SKU-02746,56,11.21,3.27,7,38,77,1.06,1,1
SKU-02747,77,1.82,0.44,9,10,18,0.67,0,0
SKU-02748,304,5.97,1.32,5,41,56,1.14,1,0
SKU-02749,573,8.83,1.0,19,71,155,0.54,1,0
SKU-02750,103,14.75,5.65,16,117,235,1.24,2,1
SKU-02751,491,13.52,4.06,11,55,129,1.16,0,0
SKU-02752,120,4.14,1.56,20,15,56,0.83,2,0
SKU-02753,238,7.34,1.85,19,41,111,1.49,0,1
SKU-02754,59,11.63,6.64,2,54,66,1.33,1,1
SKU-02755,94,6.95,2.75,13,36,81,1.04,0,1
SKU-02756,86,4.5,2.61,26,24,82,1.49,1,1
SKU-02757,374,8.06,2.22,24,47,144,1.33,1,0
SKU-02758,509,10.86,1.1,25,72,208,0.64,0,0
SKU-02759,110,3.79,1.86,28,12,65,1.09,2,1
SKU-02760,266,12.54,6.44,3,64,83,1.08,1,0
SKU-02761,381,9.22,1.19,9,45,86,1.15,3,0
SKU-02762,495,12.86,5.31,14,60,150,1.44,1,1
SKU-02763,45,7.92,3.41,16,67,130,0.99,0,1
SKU-02764,304,25.02,4.33,24,119,419,0.58,1,1
SKU-02765,321,10.71,4.03,22,43,161,0.98,3,0
SKU-02766,769,13.89,3.08,21,124,270,1.29,1,0
SKU-02767,172,12.5,1.35,6,71,109,0.86,1,1
SKU-02768,229,7.27,3.88,20,31,104,0.53,0,0
SKU-02769,268,10.03,3.47,24,83,203,0.8,1,0
SKU-02770,225,5.13,2.52,23,39,98,1.18,0,0
SKU-02771,1942,23.84,11.0,18,229,444,0.59,2,0
SKU-02772,271,11.57,6.91,4,106,129,0.88,2,0
SKU-02773,34,4.27,1.36,6,34,47,0.63,1,1
SKU-02774,519,20.33,6.38,22,84,308,0.98,2,1
SKU-02775,328,7.56,1.82,26,48,146,0.64,2,0
SKU-02776,186,15.25,6.29,25,58,249,0.61,1,1
SKU-02777,58,1.77,0.61,13,12,24,1.2,3,1
SKU-02778,809,17.91,8.32,18,169,330,0.66,0,0
SKU-02779,260,11.23,3.12,6,34,68,0.65,1,0
SKU-02780,236,3.98,0.66,18,36,72,1.09,1,0
SKU-02781,214,11.09,5.89,7,75,114,0.54,2,0
SKU-02782,257,22.28,11.45,24,90,357,0.53,0,1
SKU-02783,157,5.25,1.45,23,47,107,0.93,1,0
SKU-02784,63,5.2,2.31,3,35,43,0.87,2,1
SKU-02785,74,7.18,2.49,28,44,145,1.04,2,1
SKU-02786,432,8.77,4.21,24,57,162,1.49,2,0
SKU-02787,492,15.94,4.7,12,64,160,0.93,2,0
SKU-02788,122,11.68,4.3,14,44,126,1.08,0,1
SKU-02789,433,7.18,0.93,4,55,69,1.42,1,0
SKU-02790,514,10.34,1.94,28,95,240,0.98,3,0
SKU-02791,1278,24.69,12.12,4,194,243,1.28,1,0
SKU-02792,942,13.12,3.82,27,117,294,1.05,2,0
SKU-02793,218,7.78,0.91,20,69,147,1.14,0,1
SKU-02794,147,7.01,1.29,27,23,118,1.43,0,1
SKU-02795,262,9.9,3.03,12,83,142,0.5,1,0
SKU-02796,1095,15.81,7.26,27,133,346,1.4,2,0
SKU-02797,79,4.66,1.31,13,25,55,1.0,1,1
SKU-02798,494,14.37,6.79,11,84,163,1.11,2,0
SKU-02799,136,7.66,4.05,11,63,105,0.95,0,1
SKU-02800,313,8.54,2.31,28,85,205,0.76,4,0
SKU-02801,1308,37.74,18.88,15,374,657,0.57,2,0
SKU-02802,591,13.38,2.19,15,85,185,1.45,2,0
SKU-02803,144,5.58,1.72,20,48,104,1.12,1,1
SKU-02804,233,11.21,1.67,17,70,165,1.37,1,1
SKU-02805,86,16.35,2.06,17,148,287,0.79,0,1
SKU-02806,328,13.49,1.78,12,102,183,0.78,2,0
SKU-02807,28,0.95,0.14,6,9,12,0.84,2,0
SKU-02808,431,8.28,4.29,29,83,203,0.73,0,0
SKU-02809,243,11.56,4.3,15,61,148,1.0,3,1
SKU-02810,963,10.91,6.26,29,108,266,1.44,2,0
SKU-02811,247,5.95,2.2,14,47,89,1.38,1,1
SKU-02812,73,13.64,5.65,18,64,187,1.0,1,1
SKU-02813,406,17.96,3.45,17,54,207,0.85,1,1
SKU-02814,15,1.88,0.7,29,15,42,1.11,1,1
SKU-02815,69,1.7,0.5,5,8,12,1.11,1,0
SKU-02816,205,11.14,6.3,16,51,140,1.18,0,1
SKU-02817,102,14.42,8.18,6,99,142,1.04,0,1
SKU-02818,159,5.27,1.05,26,17,86,0.53,0,0
SKU-02819,33,1.02,0.42,16,6,14,0.58,1,0
SKU-02820,567,8.38,3.51,27,72,185,1.47,1,0
SKU-02821,147,11.03,4.21,9,35,85,1.25,0,1
SKU-02822,226,6.74,1.09,6,50,70,1.45,3,0
SKU-02823,247,16.62,7.1,19,68,226,0.84,0,1
SKU-02824,349,10.56,5.28,6,95,127,1.03,0,0
SKU-02825,210,4.82,1.31,12,28,57,0.82,2,0
SKU-02826,36,5.24,1.87,10,46,72,1.41,1,1
SKU-02827,326,8.52,1.35,8,69,103,0.79,1,0
SKU-02828,163,6.39,3.61,5,58,74,1.19,2,1
SKU-02829,58,1.58,0.24,20,10,26,0.68,0,0
SKU-02830,151,9.92,2.03,23,64,178,0.61,0,1
SKU-02831,62,5.35,1.33,13,17,52,0.66,1,1
SKU-02832,211,6.11,3.13,9,41,68,1.03,2,0
SKU-02833,163,3.42,1.54,6,23,33,1.34,1,0
SKU-02834,1409,22.66,2.35,20,164,391,1.5,0,0
SKU-02835,131,12.84,2.46,24,50,204,1.12,1,1
SKU-02836,829,26.35,12.52,17,179,403,1.03,0,1
SKU-02837,145,6.71,2.03,14,41,88,1.29,2,1
SKU-02838,548,13.35,1.51,20,96,230,0.56,1,0
SKU-02839,282,10.04,5.84,27,77,213,1.31,2,1
SKU-02840,38,4.98,0.87,29,28,100,1.26,1,1
SKU-02841,252,6.66,2.37,7,43,66,1.03,1,0
SKU-02842,60,12.83,2.88,15,74,170,0.52,1,1
SKU-02843,26,3.42,1.6,26,29,73,0.7,0,1
SKU-02844,1154,16.73,8.17,19,143,302,0.87,0,0
SKU-02845,387,9.46,2.82,24,48,162,1.44,1,1
SKU-02846,396,15.28,6.56,29,74,296,1.14,2,1
SKU-02847,57,11.06,6.13,4,86,108,1.01,1,1
SKU-02848,58,1.9,0.96,19,16,34,0.99,2,0
SKU-02849,90,8.28,2.55,16,25,91,1.28,1,1
SKU-02850,683,16.97,5.44,9,102,178,0.82,0,0
SKU-02851,363,9.36,5.09,20,48,142,0.59,1,0
SKU-02852,253,8.44,0.99,4,71,88,1.18,1,0
SKU-02853,155,9.35,1.04,15,37,107,0.83,0,1
SKU-02854,31,1.45,0.29,13,12,21,0.83,0,0
SKU-02855,930,18.15,9.33,12,138,247,0.95,1,0
SKU-02856,24,0.72,0.13,19,6,13,0.74,2,0
SKU-02857,1338,20.68,5.02,28,205,495,1.42,3,0
SKU-02858,267,6.35,2.63,28,40,129,1.35,1,1
SKU-02859,170,11.61,2.23,21,92,214,1.49,0,1
SKU-02860,88,1.31,0.33,11,10,17,1.46,1,0
SKU-02861,969,14.32,4.78,29,128,336,0.81,1,0
SKU-02862,464,12.7,2.72,29,84,268,0.88,0,0
SKU-02863,58,12.17,7.26,25,46,198,1.2,1,1
SKU-02864,25,1.24,0.23,26,12,28,0.52,2,0
SKU-02865,21,4.43,2.33,24,15,68,1.49,0,1
SKU-02866,484,11.1,3.72,23,108,236,0.51,1,0
SKU-02867,237,17.82,2.93,22,85,281,1.03,0,1
SKU-02868,197,3.88,0.62,19,25,62,1.17,1,0
SKU-02869,164,3.97,1.39,20,38,78,1.41,2,0
SKU-02870,360,10.59,2.93,12,82,146,1.14,0,0
SKU-02871,2117,35.6,7.74,26,253,716,1.1,0,0
SKU-02872,152,5.05,2.93,19,27,75,0.8,0,0
SKU-02873,125,6.29,2.09,19,32,92,1.09,1,1
SKU-02874,168,5.57,3.14,22,18,79,1.25,0,1
SKU-02875,244,7.67,1.4,4,54,69,1.02,1,0
SKU-02876,619,18.77,3.6,27,113,366,1.28,1,1
SKU-02877,142,7.99,3.18,18,37,109,0.57,2,1
SKU-02878,1337,37.81,8.88,28,215,744,0.84,1,0
SKU-02879,624,9.11,1.75,4,87,105,1.46,1,0
SKU-02880,1052,19.98,2.94,8,179,259,0.82,1,0
SKU-02881,107,6.66,0.92,28,40,133,1.12,2,1
SKU-02882,247,2.79,1.33,21,28,57,1.02,1,0
SKU-02883,247,7.98,1.92,20,50,130,1.44,0,1
SKU-02884,511,12.29,7.24,13,67,147,0.66,0,0
SKU-02885,15,4.46,0.85,17,25,63,0.8,3,1
SKU-02886,809,17.93,4.97,17,164,316,1.36,2,0
SKU-02887,245,5.79,1.66,7,28,48,1.17,1,0
SKU-02888,108,3.43,1.2,17,16,45,1.04,0,0
SKU-02889,478,33.3,17.83,16,324,590,0.89,1,1
SKU-02890,235,4.26,2.2,10,35,56,0.91,4,0
SKU-02891,30,5.65,0.59,11,47,78,1.43,1,1
SKU-02892,411,13.73,4.18,23,112,270,1.17,2,1
SKU-02893,128,6.48,3.33,20,50,115,1.43,2,1
SKU-02894,37,3.54,0.35,15,13,40,1.47,0,1
SKU-02895,38,5.2,1.91,18,43,90,1.05,0,1
SKU-02896,753,27.49,6.32,8,130,240,1.11,1,0
SKU-02897,340,12.6,3.86,15,49,143,1.16,1,1
SKU-02898,426,14.37,4.46,17,142,264,1.34,0,1
SKU-02899,187,10.22,3.02,9,33,79,1.16,2,1
SKU-02900,180,11.5,6.28,6,37,71,0.61,0,0
SKU-02901,295,6.1,2.25,16,32,81,1.44,3,0
SKU-02902,622,9.31,5.14,28,83,213,1.16,3,0
SKU-02903,102,1.12,0.52,14,11,19,1.37,1,0
SKU-02904,473,16.25,4.48,27,62,281,0.92,2,0
SKU-02905,219,6.05,2.1,25,35,111,0.97,3,0
SKU-02906,29,3.03,0.89,22,25,58,1.19,1,1
SKU-02907,577,9.71,4.99,27,73,204,1.28,0,0
SKU-02908,244,7.25,1.41,13,34,81,0.58,1,0
SKU-02909,246,15.86,9.01,23,84,266,0.91,0,1
SKU-02910,165,8.11,3.16,6,58,82,1.27,1,1
SKU-02911,89,5.11,2.07,10,17,43,1.49,1,1
SKU-02912,203,8.26,2.96,17,69,139,0.51,1,0
SKU-02913,936,21.5,8.11,3,106,138,0.76,1,0
SKU-02914,309,16.21,7.03,23,143,329,0.96,1,1
SKU-02915,179,12.58,5.38,27,98,268,0.72,0,1
SKU-02916,110,16.69,3.46,4,125,158,0.53,1,1
SKU-02917,582,13.26,5.19,29,111,303,1.04,1,0
SKU-02918,102,4.0,1.11,4,14,22,1.15,1,0
SKU-02919,389,14.45,6.05,5,70,106,0.92,1,0
SKU-02920,275,18.04,6.75,23,120,327,0.87,2,1
SKU-02921,1328,18.72,3.55,21,158,355,1.49,0,0
SKU-02922,112,3.27,1.53,28,29,75,0.98,1,1
SKU-02923,56,5.67,1.86,13,32,69,1.3,1,1
SKU-02924,93,4.99,1.87,18,43,88,0.79,2,1
SKU-02925,131,6.61,2.88,6,30,50,1.33,2,1
SKU-02926,220,11.68,4.98,21,42,165,1.32,0,1
SKU-02927,258,9.53,4.52,29,45,183,0.77,1,1
SKU-02928,101,9.53,1.94,18,89,175,1.16,0,1
SKU-02929,142,2.5,0.39,28,17,52,1.18,1,0
SKU-02930,121,5.49,2.39,13,35,71,0.94,2,0
SKU-02931,438,19.64,4.28,29,161,446,1.27,2,1
SKU-02932,355,17.98,2.83,17,55,208,0.81,1,1
SKU-02933,183,8.01,1.33,6,31,55,0.98,1,0
SKU-02934,483,14.47,3.71,12,53,140,1.49,1,1
SKU-02935,171,10.94,6.52,15,42,124,0.68,0,1
SKU-02936,200,15.57,2.78,3,96,119,0.65,0,0
SKU-02937,658,14.91,3.72,27,74,275,0.64,0,0
SKU-02938,336,8.5,4.76,8,72,106,1.5,1,0
SKU-02939,692,12.63,7.35,20,112,238,0.66,0,0
SKU-02940,95,11.46,2.46,27,109,264,0.69,4,1
SKU-02941,131,8.67,4.68,14,38,99,1.19,1,1
SKU-02942,436,7.33,1.24,19,48,118,1.26,2,0
SKU-02943,739,25.07,12.05,16,84,285,1.03,0,0
SKU-02944,372,8.68,0.92,23,41,141,1.48,3,1
SKU-02945,765,13.87,4.21,3,101,122,0.54,1,0
SKU-02946,680,23.83,5.33,12,142,285,1.12,1,1
SKU-02947,536,12.62,5.7,19,99,219,1.11,1,0
SKU-02948,125,12.23,1.32,4,109,133,0.82,2,1
SKU-02949,225,8.72,2.9,26,30,143,1.4,0,1
SKU-02950,769,11.6,5.2,19,111,221,1.05,3,0
SKU-02951,156,6.86,0.85,2,23,30,0.75,1,0
SKU-02952,1519,40.93,22.46,2,404,445,0.59,1,0
SKU-02953,55,2.56,0.72,6,19,27,0.61,0,0
SKU-02954,192,7.68,1.4,20,25,102,1.4,1,1
SKU-02955,650,12.76,2.71,16,73,175,0.75,1,0
SKU-02956,246,12.24,3.3,15,59,151,1.41,2,1
SKU-02957,58,6.85,1.36,17,59,117,0.62,0,1
SKU-02958,73,1.72,0.61,15,8,21,1.48,0,1
SKU-02959,172,2.99,1.25,11,26,42,1.33,3,0
SKU-02960,329,10.02,3.17,2,52,62,0.62,1,0
SKU-02961,111,1.21,0.38,2,12,13,0.59,0,0
SKU-02962,415,13.39,6.57,21,66,207,1.3,1,1
SKU-02963,857,19.0,4.76,22,148,357,0.58,1,0
SKU-02964,850,15.05,6.19,8,129,189,0.76,1,0
SKU-02965,360,17.1,9.34,8,77,145,1.3,0,1
SKU-02966,15,1.26,0.27,13,4,12,1.41,0,1
SKU-02967,129,7.07,2.9,20,48,119,1.27,1,1
SKU-02968,200,3.73,2.14,18,29,63,1.39,1,0
SKU-02969,49,2.04,0.74,17,18,35,1.06,1,1
SKU-02970,252,5.96,3.51,3,29,38,1.28,1,0
SKU-02971,844,23.45,5.98,14,214,378,0.84,3,0
SKU-02972,1542,27.71,10.59,23,261,580,1.29,5,0
SKU-02973,31,4.17,1.07,18,35,73,1.18,0,1
SKU-02974,125,9.14,0.93,24,28,138,1.07,2,1
SKU-02975,164,11.49,6.88,21,41,162,1.49,1,1
SKU-02976,498,7.11,1.56,27,71,167,0.97,0,0
SKU-02977,158,19.91,11.68,18,162,341,1.12,1,1
SKU-02978,180,6.03,2.57,17,45,96,1.01,1,0
SKU-02979,390,5.25,2.9,17,49,94,0.76,2,0
SKU-02980,93,4.37,2.55,9,14,34,0.83,0,0
SKU-02981,426,7.07,2.71,14,59,108,1.48,1,0
SKU-02982,28,0.39,0.23,6,3,4,0.89,2,0
SKU-02983,410,7.33,3.55,14,66,117,1.18,2,0
SKU-02984,314,9.56,3.46,6,81,110,1.07,2,0
SKU-02985,253,10.0,4.27,15,64,139,1.39,1,1
SKU-02986,12,3.52,0.69,28,12,61,1.26,2,1
SKU-02987,201,9.86,1.04,14,92,161,0.58,2,0
SKU-02988,430,9.71,2.22,22,81,188,0.86,3,0
SKU-02989,446,9.87,3.13,14,54,123,1.21,0,0
SKU-02990,867,15.25,3.26,27,151,357,0.66,2,0
SKU-02991,72,3.39,1.21,7,18,30,1.0,1,1
SKU-02992,310,7.17,3.08,25,40,130,0.82,0,0
SKU-02993,73,1.6,0.68,22,16,34,0.56,0,0
SKU-02994,301,14.3,7.82,26,110,296,1.5,0,1
SKU-02995,44,3.89,2.27,5,36,46,1.43,1,1
SKU-02996,1177,16.86,9.19,27,155,383,1.25,0,0
SKU-02997,677,17.27,7.08,27,117,350,0.7,2,0
SKU-02998,212,7.73,1.57,10,38,77,1.49,0,1
SKU-02999,444,7.42,4.24,19,66,136,1.13,2,0
SKU-03000,90,2.34,0.44,18,15,36,1.47,0,1
SKU-03001,219,8.92,1.57,3,62,75,0.54,4,0
SKU-03002,598,15.16,3.92,16,103,224,0.67,0,0
SKU-03003,57,10.78,4.17,20,33,141,1.18,2,1
SKU-03004,217,21.51,9.48,7,71,146,1.41,0,1
SKU-03005,248,6.53,0.7,12,48,87,0.68,0,0
SKU-03006,62,6.53,3.19,18,56,115,0.82,4,1
SKU-03007,202,4.13,0.77,28,26,84,1.09,1,0
SKU-03008,120,31.08,7.72,3,135,182,1.5,0,1
SKU-03009,55,2.32,0.61,28,14,46,1.3,4,1
SKU-03010,532,14.42,3.84,24,121,294,1.42,0,1
SKU-03011,371,15.37,7.38,25,58,250,1.18,0,1
SKU-03012,189,14.93,1.8,3,103,125,1.38,1,1
SKU-03013,269,4.44,0.88,17,35,73,1.01,1,0
SKU-03014,194,7.73,0.86,12,46,92,0.62,2,0
SKU-03015,250,13.02,6.37,27,94,270,1.21,1,1
SKU-03016,67,5.33,3.15,22,49,108,1.1,2,1
SKU-03017,268,6.91,2.97,20,31,100,0.99,2,0
SKU-03018,86,5.4,2.13,2,21,26,0.77,3,0
SKU-03019,123,9.38,5.2,26,32,154,1.28,1,1
SKU-03020,148,8.93,2.03,15,72,139,1.32,0,1
SKU-03021,1081,24.07,3.21,6,224,296,0.86,2,0
